Gemeente;NIS-code;Indicator;Jaar;Type;Mediaanprijs (in euro)
Kruisem;45068;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;195000,0
Kruisem;45068;Mediaanprijs huizen;2012;Open bebouwing;297500,0
Kruisem;45068;Mediaanprijs huizen;2013;Alle huizen;262500,0
Kruisem;45068;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;214000,0
Kruisem;45068;Mediaanprijs huizen;2013;Open bebouwing;292500,0
Kruisem;45068;Mediaanprijs huizen;2014;Alle huizen;250000,0
Kruisem;45068;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;190050,0
Kruisem;45068;Mediaanprijs huizen;2014;Open bebouwing;300000,0
Kruisem;45068;Mediaanprijs huizen;2015;Alle huizen;252500,0
Kruisem;45068;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;235000,0
Kruisem;45068;Mediaanprijs huizen;2015;Open bebouwing;315000,0
Kruisem;45068;Mediaanprijs huizen;2016;Alle huizen;272500,0
Kruisem;45068;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;230000,0
Kruisem;45068;Mediaanprijs huizen;2016;Open bebouwing;317500,0
Kruisem;45068;Mediaanprijs huizen;2017;Alle huizen;286500,0
Kruisem;45068;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;233500,0
Kruisem;45068;Mediaanprijs huizen;2017;Open bebouwing;342500,0
Kruisem;45068;Mediaanprijs huizen;2018;Alle huizen;285000,0
Kruisem;45068;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;249925,0
Kruisem;45068;Mediaanprijs huizen;2018;Open bebouwing;350000,0
Kruisem;45068;Mediaanprijs huizen;2019;Alle huizen;299500,0
Kruisem;45068;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;270000,0
Kruisem;45068;Mediaanprijs huizen;2019;Open bebouwing;347500,0
Kruisem;45068;Mediaanprijs huizen;2020;Alle huizen;317450,0
Kruisem;45068;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;260000,0
Kruisem;45068;Mediaanprijs huizen;2020;Open bebouwing;395000,0
Kruisem;45068;Mediaanprijs huizen;2021;Alle huizen;295000,0
Kruisem;45068;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;273500,0
Kruisem;45068;Mediaanprijs huizen;2021;Open bebouwing;400000,0
Kruisem;45068;Mediaanprijs huizen;2022;Alle huizen;347000,0
Kruisem;45068;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;285000,0
Kruisem;45068;Mediaanprijs huizen;2022;Open bebouwing;446000,0
Kruisem;45068;Mediaanprijs huizen;2023;Alle huizen;325000,0
Kruisem;45068;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;279500,0
Kruisem;45068;Mediaanprijs huizen;2023;Open bebouwing;394000,0
Kruisem;45068;Mediaanprijs huizen;2024;Alle huizen;370000,0
Kruisem;45068;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;289500,0
Kruisem;45068;Mediaanprijs huizen;2024;Open bebouwing;450000,0
Kruisem;45068;Mediaanprijs huizen;2025;Alle huizen;369000,0
Kruisem;45068;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;330000,0
Kruisem;45068;Mediaanprijs huizen;2025;Open bebouwing;435000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2010;Alle huizen;190000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;177500,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2010;Open bebouwing;240000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2011;Alle huizen;198000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;185000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2011;Open bebouwing;225000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2012;Alle huizen;209000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;187500,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2012;Open bebouwing;250000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2013;Alle huizen;215000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;206750,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2013;Open bebouwing;268000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2014;Alle huizen;200000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;185000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2014;Open bebouwing;245000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2015;Alle huizen;211250,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;205000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2015;Open bebouwing;252000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2016;Alle huizen;227000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;210000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2016;Open bebouwing;283000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2017;Alle huizen;225000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;215000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2017;Open bebouwing;252075,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2018;Alle huizen;249460,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;232500,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2018;Open bebouwing;260000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2019;Alle huizen;265500,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;243500,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2019;Open bebouwing;300000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2020;Alle huizen;259000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;240000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2020;Open bebouwing;297000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2021;Alle huizen;265000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;253250,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2021;Open bebouwing;365000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2022;Alle huizen;315000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;287000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2022;Open bebouwing;387500,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2023;Alle huizen;350000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;305250,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2023;Open bebouwing;410000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2024;Alle huizen;317000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;288750,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2024;Open bebouwing;428500,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2025;Alle huizen;361201,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;300000,0
Sint-Gillis-Waas;46020;Mediaanprijs huizen;2025;Open bebouwing;449000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2010;Alle huizen;175000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;160000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2010;Open bebouwing;310000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2011;Alle huizen;182000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;170000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2011;Open bebouwing;300000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2012;Alle huizen;190000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;180000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2012;Open bebouwing;315000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2013;Alle huizen;185000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;176000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2013;Open bebouwing;326500,0
Sint-Niklaas;46021;Mediaanprijs huizen;2014;Alle huizen;200000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;185000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2014;Open bebouwing;340000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2015;Alle huizen;199000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;185000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2015;Open bebouwing;322500,0
Sint-Niklaas;46021;Mediaanprijs huizen;2016;Alle huizen;210000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;195000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2016;Open bebouwing;330000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2017;Alle huizen;216000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;205000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2017;Open bebouwing;338500,0
Sint-Niklaas;46021;Mediaanprijs huizen;2018;Alle huizen;219000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;204500,0
Sint-Niklaas;46021;Mediaanprijs huizen;2018;Open bebouwing;330000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2019;Alle huizen;235000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;220000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2019;Open bebouwing;387500,0
Sint-Niklaas;46021;Mediaanprijs huizen;2020;Alle huizen;245000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;225000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2020;Open bebouwing;430000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2021;Alle huizen;251250,0
Sint-Niklaas;46021;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;245000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2021;Open bebouwing;393500,0
Sint-Niklaas;46021;Mediaanprijs huizen;2022;Alle huizen;276000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;260000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2022;Open bebouwing;450000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2023;Alle huizen;291498,0
Sint-Niklaas;46021;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;275000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2023;Open bebouwing;470000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2024;Alle huizen;300000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;285000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2024;Open bebouwing;435000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2025;Alle huizen;320000,0
Sint-Niklaas;46021;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;296500,0
Sint-Niklaas;46021;Mediaanprijs huizen;2025;Open bebouwing;440000,0
Stekene;46024;Mediaanprijs huizen;2010;Alle huizen;190000,0
Stekene;46024;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;181000,0
Stekene;46024;Mediaanprijs huizen;2010;Open bebouwing;207500,0
Stekene;46024;Mediaanprijs huizen;2011;Alle huizen;200000,0
Stekene;46024;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;180000,0
Stekene;46024;Mediaanprijs huizen;2011;Open bebouwing;250000,0
Stekene;46024;Mediaanprijs huizen;2012;Alle huizen;225000,0
Stekene;46024;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;215000,0
Stekene;46024;Mediaanprijs huizen;2012;Open bebouwing;240000,0
Stekene;46024;Mediaanprijs huizen;2013;Alle huizen;196750,0
Stekene;46024;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;197500,0
Stekene;46024;Mediaanprijs huizen;2013;Open bebouwing;196000,0
Stekene;46024;Mediaanprijs huizen;2014;Alle huizen;216500,0
Stekene;46024;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;206000,0
Stekene;46024;Mediaanprijs huizen;2014;Open bebouwing;243000,0
Stekene;46024;Mediaanprijs huizen;2015;Alle huizen;220000,0
Stekene;46024;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;210000,0
Stekene;46024;Mediaanprijs huizen;2015;Open bebouwing;227500,0
Stekene;46024;Mediaanprijs huizen;2016;Alle huizen;215000,0
Stekene;46024;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;192000,0
Stekene;46024;Mediaanprijs huizen;2016;Open bebouwing;250000,0
Stekene;46024;Mediaanprijs huizen;2017;Alle huizen;210000,0
Stekene;46024;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;224000,0
Stekene;46024;Mediaanprijs huizen;2017;Open bebouwing;204000,0
Stekene;46024;Mediaanprijs huizen;2018;Alle huizen;240000,0
Stekene;46024;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;235000,0
Stekene;46024;Mediaanprijs huizen;2018;Open bebouwing;255000,0
Stekene;46024;Mediaanprijs huizen;2019;Alle huizen;251500,0
Stekene;46024;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;242250,0
Stekene;46024;Mediaanprijs huizen;2019;Open bebouwing;281250,0
Stekene;46024;Mediaanprijs huizen;2020;Alle huizen;255000,0
Stekene;46024;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;247500,0
Stekene;46024;Mediaanprijs huizen;2020;Open bebouwing;258000,0
Stekene;46024;Mediaanprijs huizen;2021;Alle huizen;270000,0
Stekene;46024;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;255000,0
Stekene;46024;Mediaanprijs huizen;2021;Open bebouwing;280000,0
Stekene;46024;Mediaanprijs huizen;2022;Alle huizen;305000,0
Stekene;46024;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;299500,0
Stekene;46024;Mediaanprijs huizen;2022;Open bebouwing;320000,0
Stekene;46024;Mediaanprijs huizen;2023;Alle huizen;300000,0
Stekene;46024;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;287000,0
Stekene;46024;Mediaanprijs huizen;2023;Open bebouwing;320000,0
Stekene;46024;Mediaanprijs huizen;2024;Alle huizen;310000,0
Stekene;46024;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;306000,0
Stekene;46024;Mediaanprijs huizen;2024;Open bebouwing;311750,0
Stekene;46024;Mediaanprijs huizen;2025;Alle huizen;329500,0
Stekene;46024;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;325750,0
Stekene;46024;Mediaanprijs huizen;2025;Open bebouwing;337500,0
Temse;46025;Mediaanprijs huizen;2010;Alle huizen;182875,0
Temse;46025;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;161000,0
Temse;46025;Mediaanprijs huizen;2010;Open bebouwing;303000,0
Temse;46025;Mediaanprijs huizen;2011;Alle huizen;175000,0
Temse;46025;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;165000,0
Temse;46025;Mediaanprijs huizen;2011;Open bebouwing;300000,0
Temse;46025;Mediaanprijs huizen;2012;Alle huizen;185000,0
Temse;46025;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;180000,0
Temse;46025;Mediaanprijs huizen;2012;Open bebouwing;262500,0
Temse;46025;Mediaanprijs huizen;2013;Alle huizen;195000,0
Temse;46025;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;185000,0
Temse;46025;Mediaanprijs huizen;2013;Open bebouwing;307500,0
Temse;46025;Mediaanprijs huizen;2014;Alle huizen;205000,0
Temse;46025;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;175500,0
Temse;46025;Mediaanprijs huizen;2014;Open bebouwing;300000,0
Temse;46025;Mediaanprijs huizen;2015;Alle huizen;208500,0
Temse;46025;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;190000,0
Temse;46025;Mediaanprijs huizen;2015;Open bebouwing;300000,0
Temse;46025;Mediaanprijs huizen;2016;Alle huizen;197500,0
Temse;46025;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;184000,0
Temse;46025;Mediaanprijs huizen;2016;Open bebouwing;280000,0
Temse;46025;Mediaanprijs huizen;2017;Alle huizen;219500,0
Temse;46025;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;205000,0
Temse;46025;Mediaanprijs huizen;2017;Open bebouwing;335000,0
Temse;46025;Mediaanprijs huizen;2018;Alle huizen;227000,0
Temse;46025;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;199000,0
Temse;46025;Mediaanprijs huizen;2018;Open bebouwing;332500,0
Temse;46025;Mediaanprijs huizen;2019;Alle huizen;245000,0
Temse;46025;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;228000,0
Temse;46025;Mediaanprijs huizen;2019;Open bebouwing;344500,0
Temse;46025;Mediaanprijs huizen;2020;Alle huizen;235000,0
Temse;46025;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;225000,0
Temse;46025;Mediaanprijs huizen;2020;Open bebouwing;320000,0
Temse;46025;Mediaanprijs huizen;2021;Alle huizen;265000,0
Temse;46025;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;249000,0
Temse;46025;Mediaanprijs huizen;2021;Open bebouwing;350000,0
Temse;46025;Mediaanprijs huizen;2022;Alle huizen;275000,0
Temse;46025;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;255000,0
Temse;46025;Mediaanprijs huizen;2022;Open bebouwing;446000,0
Temse;46025;Mediaanprijs huizen;2023;Alle huizen;275000,0
Temse;46025;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;245000,0
Temse;46025;Mediaanprijs huizen;2023;Open bebouwing;415000,0
Temse;46025;Mediaanprijs huizen;2024;Alle huizen;310000,0
Temse;46025;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;279500,0
Temse;46025;Mediaanprijs huizen;2024;Open bebouwing;450000,0
Temse;46025;Mediaanprijs huizen;2025;Alle huizen;320000,0
Temse;46025;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;295000,0
Temse;46025;Mediaanprijs huizen;2025;Open bebouwing;442500,0
Lokeren;46029;Mediaanprijs huizen;2010;Alle huizen;189000,0
Lokeren;46029;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;160000,0
Lokeren;46029;Mediaanprijs huizen;2010;Open bebouwing;270000,0
Lokeren;46029;Mediaanprijs huizen;2011;Alle huizen;183500,0
Lokeren;46029;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;170000,0
Lokeren;46029;Mediaanprijs huizen;2011;Open bebouwing;285000,0
Lokeren;46029;Mediaanprijs huizen;2012;Alle huizen;185000,0
Lokeren;46029;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;160000,0
Lokeren;46029;Mediaanprijs huizen;2012;Open bebouwing;312000,0
Lokeren;46029;Mediaanprijs huizen;2013;Alle huizen;212725,0
Lokeren;46029;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;184000,0
Lokeren;46029;Mediaanprijs huizen;2013;Open bebouwing;290000,0
Lokeren;46029;Mediaanprijs huizen;2014;Alle huizen;210000,0
Lokeren;46029;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;185500,0
Lokeren;46029;Mediaanprijs huizen;2014;Open bebouwing;282500,0
Lokeren;46029;Mediaanprijs huizen;2015;Alle huizen;200000,0
Lokeren;46029;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;175000,0
Lokeren;46029;Mediaanprijs huizen;2015;Open bebouwing;305000,0
Lokeren;46029;Mediaanprijs huizen;2016;Alle huizen;210000,0
Lokeren;46029;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;187500,0
Lokeren;46029;Mediaanprijs huizen;2016;Open bebouwing;300000,0
Lokeren;46029;Mediaanprijs huizen;2017;Alle huizen;236250,0
Lokeren;46029;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;210000,0
Lokeren;46029;Mediaanprijs huizen;2017;Open bebouwing;340000,0
Lokeren;46029;Mediaanprijs huizen;2018;Alle huizen;230000,0
Lokeren;46029;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;210000,0
Lokeren;46029;Mediaanprijs huizen;2018;Open bebouwing;330000,0
Lokeren;46029;Mediaanprijs huizen;2019;Alle huizen;241500,0
Lokeren;46029;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;218000,0
Lokeren;46029;Mediaanprijs huizen;2019;Open bebouwing;325000,0
Lokeren;46029;Mediaanprijs huizen;2020;Alle huizen;260000,0
Lokeren;46029;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;230000,0
Lokeren;46029;Mediaanprijs huizen;2020;Open bebouwing;360000,0
Lokeren;46029;Mediaanprijs huizen;2021;Alle huizen;280000,0
Lokeren;46029;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;252000,0
Lokeren;46029;Mediaanprijs huizen;2021;Open bebouwing;390000,0
Lokeren;46029;Mediaanprijs huizen;2022;Alle huizen;299975,0
Lokeren;46029;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;275000,0
Lokeren;46029;Mediaanprijs huizen;2022;Open bebouwing;395000,0
Lokeren;46029;Mediaanprijs huizen;2023;Alle huizen;319000,0
Lokeren;46029;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;283000,0
Lokeren;46029;Mediaanprijs huizen;2023;Open bebouwing;415000,0
Lokeren;46029;Mediaanprijs huizen;2024;Alle huizen;320000,0
Lokeren;46029;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;290000,0
Lokeren;46029;Mediaanprijs huizen;2024;Open bebouwing;402500,0
Lokeren;46029;Mediaanprijs huizen;2025;Alle huizen;329750,0
Lokeren;46029;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;300000,0
Lokeren;46029;Mediaanprijs huizen;2025;Open bebouwing;425000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2010;Alle huizen;200000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;185000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2010;Open bebouwing;300000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2011;Alle huizen;200000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;194500,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2011;Open bebouwing;315000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2012;Alle huizen;218000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;205000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2012;Open bebouwing;325000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2013;Alle huizen;213250,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;200000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2013;Open bebouwing;340000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2014;Alle huizen;220000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;207000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2014;Open bebouwing;345000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2015;Alle huizen;215000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;204147,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2015;Open bebouwing;350000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2016;Alle huizen;230000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;220000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2016;Open bebouwing;352000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2017;Alle huizen;230000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;221250,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2017;Open bebouwing;340000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2018;Alle huizen;250000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;235000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2018;Open bebouwing;354250,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2019;Alle huizen;259000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;242500,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2019;Open bebouwing;400000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2020;Alle huizen;265000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;250000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2020;Open bebouwing;390000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2021;Alle huizen;280000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;260000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2021;Open bebouwing;455000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2022;Alle huizen;299750,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;280000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2022;Open bebouwing;440025,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2023;Alle huizen;315000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;293520,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2023;Open bebouwing;456500,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2024;Alle huizen;322250,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;305000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2024;Open bebouwing;480000,0
Beveren-Kruibeke-Zwijndrecht;46030;Mediaanprijs huizen;2025;Alle huizen;338500,0
